Customer_ID,Loan Amount
C-6692,37731.93884044285
C-25987,109562.43743632338
C-5051,91476.89889519976
C-12745,66413.29440124652
C-8292,14139.847144694426
C-3754,146297.75800403132
C-3984,97248.37357676617
C-48953,21741.21145810433
C-30172,22379.95134317309
C-23000,14434.391246651465
C-14147,51247.66410468381
C-15348,33244.47707512464
C-28709,10253.213019476747
C-7050,22904.733422310386
C-14470,7176.374929829883
C-7656,25822.707426451525
C-33746,98935.34024366549
C-32548,54554.14390063051
C-12679,10392.960272368513
C-24115,98139.8523661098
C-7252,60172.7775374249
C-7384,4051.448856697722
C-24989,30025.313881999882
C-32928,8153.815273209872
C-3691,22145.223811658037
C-24878,19665.172852274474
C-21789,51390.064090437474
C-16659,23522.90754236787
C-8886,59102.36822130423
C-45045,26527.235467356655
C-38455,32748.821256823867
C-19376,37295.04584224116
C-7171,21689.820382436817
C-33221,76760.07369220433
C-12358,19899.10201186081
C-41422,23651.765971635043
C-5161,64875.13123399018
C-42940,24142.159620551265
C-30405,10923.79277027226
C-15024,40250.802762352956
C-30938,15184.418055044296
C-17715,15434.195060230079
C-44216,46478.299677484196
C-43407,98968.51588422635
C-19049,45152.423948720425
C-21169,57357.58885216593
C-30064,13516.608245895246
C-24705,43130.3979080103
C-34558,93150.67014506456
C-8525,49872.23071201379
C-44176,15837.306824867012
C-45527,18241.93930147511
C-33101,49490.42270410503
C-20333,58680.451500245465
C-3234,27046.541177464216
C-34681,8330.28103627142
C-37749,15132.379991631195
C-27366,20263.01100494528
C-12142,43716.85551147308
C-14285,47760.17588016595
C-3043,78756.20645815262
C-28933,24070.689133710508
C-14391,16901.865321631947
C-5171,85794.53198345088
C-42051,9848.217558573522
C-39348,59621.095155076204
C-29579,71868.92707548923
C-946,39789.80078197447
C-3037,39897.7854543764
C-47057,124060.36463861773
C-8989,26695.20941494747
C-41680,38335.587871196796
C-41271,52138.25722408162
C-18852,92849.83154695467
C-10918,15508.718511428187
C-48018,44978.79651622556
C-22681,62246.63120123905
C-35914,71995.41511320649
C-18648,103023.63885788126
C-49531,60195.060640267046
C-13925,60614.521410931615
C-30823,85796.28528236291
C-49367,110062.21692674952
C-40211,70310.61933847766
C-44380,40333.741345549424
C-12954,23771.859351805382
C-7743,41537.792163283695
C-8851,54919.57485670094
C-38331,104380.54058263375
C-8081,35446.73381392175
C-33982,20074.88924450297
C-27737,55319.87072152885
C-29442,88836.25264123885
C-26011,37966.193716897986
C-25819,74256.40832295167
C-45949,15533.161839538754
C-18022,129736.59053405355
C-1697,14330.661628536043
C-30378,25953.780279502404
C-24546,19785.898079846855
C-30531,41223.77392851668
C-27851,75680.7500707758
C-8652,36295.6763325343
C-17527,46593.601255121546
C-41125,48553.88803000429
C-16783,15161.409315264147
C-32251,61496.34567214991
C-24008,42814.53182305615
C-8128,69892.88511444545
C-1254,45118.22878020868
C-17808,82575.05210930921
C-48439,24892.704026450374
C-38876,14637.9570042804
C-24861,20634.296985750818
C-27404,96353.6932965553
C-33515,77408.21825885338
C-23782,14847.428565707076
C-43856,52490.64982534743
C-45854,54461.83414988946
C-45677,79922.82033839588
C-3944,95282.15897203618
C-27783,11628.877105128855
C-19145,34943.711927474826
C-34701,87051.05498991699
C-569,25085.84794169545
C-5878,25765.094231102834
C-41765,72614.96734097382
C-44284,20650.180690275844
C-43898,60942.44039628418
C-31464,18114.856082379276
C-41822,12823.933684805259
C-31947,43890.91448081706
C-6311,9967.567299186634
C-37016,21061.741656323902
C-2916,35298.31362706602
C-13034,19023.31591387679
C-1713,7900.381392610952
C-4123,62871.0366331302
C-4867,50471.0400127253
C-22875,38915.257315209
C-20115,20708.73943458054
C-22402,84708.71051426893
